measurement_type,datetimems,measurement
ECG,1404713984628,504
ECG,1404713984632,504
ECG,1404713984636,504
ECG,1404713984640,503
ECG,1404713984644,503
ECG,1404713984648,503
ECG,1404713984652,503
ECG,1404713984656,503
ECG,1404713984660,503
ECG,1404713984664,503
ECG,1404713984668,503
ECG,1404713984672,502
ECG,1404713984676,503
ECG,1404713984680,503
ECG,1404713984684,503
ECG,1404713984688,503
ECG,1404713984692,503
ECG,1404713984696,503
ECG,1404713984700,503
ECG,1404713984704,503
ECG,1404713984708,503
ECG,1404713984712,503
ECG,1404713984716,503
ECG,1404713984720,502
ECG,1404713984724,501
ECG,1404713984728,500
ECG,1404713984732,501
ECG,1404713984736,505
ECG,1404713984740,511
ECG,1404713984744,518
ECG,1404713984748,528
ECG,1404713984752,537
ECG,1404713984756,541
ECG,1404713984760,539
ECG,1404713984764,528
ECG,1404713984768,513
ECG,1404713984772,500
ECG,1404713984776,492
ECG,1404713984780,491
ECG,1404713984784,495
ECG,1404713984788,500
ECG,1404713984792,503
ECG,1404713984796,503
ECG,1404713984800,502
ECG,1404713984804,502
ECG,1404713984808,502
ECG,1404713984812,503
ECG,1404713984816,503
ECG,1404713984820,504
ECG,1404713984824,504
ECG,1404713984828,504
ECG,1404713984832,504
ECG,1404713984861,504
ECG,1404713984865,504
ECG,1404713984869,504
ECG,1404713984873,505
ECG,1404713984877,505
ECG,1404713984881,505
ECG,1404713984885,505
ECG,1404713984889,505
ECG,1404713984893,505
ECG,1404713984897,506
ECG,1404713984901,506
ECG,1404713984905,507
ECG,1404713984909,508
ECG,1404713984913,508
ECG,1404713984917,508
ECG,1404713984921,508
ECG,1404713984925,508
ECG,1404713984929,508
ECG,1404713984933,509
ECG,1404713984937,509
ECG,1404713984941,510
ECG,1404713984945,511
ECG,1404713984949,511
ECG,1404713984953,512
ECG,1404713984957,512
ECG,1404713984961,512
ECG,1404713984965,513
ECG,1404713984969,513
ECG,1404713984973,513
ECG,1404713984977,514
ECG,1404713984981,514
ECG,1404713984985,514
ECG,1404713984989,515
ECG,1404713984993,515
ECG,1404713984997,515
ECG,1404713985001,514
ECG,1404713985005,514
ECG,1404713985009,514
ECG,1404713985013,513
ECG,1404713985017,512
ECG,1404713985021,512
ECG,1404713985025,510
ECG,1404713985029,509
ECG,1404713985033,508
ECG,1404713985037,507
ECG,1404713985041,506
ECG,1404713985045,505
ECG,1404713985049,504
ECG,1404713985053,503
ECG,1404713985057,502
ECG,1404713985061,502
ECG,1404713985065,501
ECG,1404713985069,501
ECG,1404713985073,501
ECG,1404713985077,501
ECG,1404713985081,501
ECG,1404713985085,501
ECG,1404713985089,501
ECG,1404713985093,501
ECG,1404713985097,501
ECG,1404713985101,501
ECG,1404713985105,501
ECG,1404713985109,501
ECG,1404713985154,501
ECG,1404713985158,501
ECG,1404713985162,501
ECG,1404713985166,501
ECG,1404713985170,501
ECG,1404713985174,501
ECG,1404713985178,501
ECG,1404713985182,501
ECG,1404713985186,501
ECG,1404713985190,501
ECG,1404713985194,501
ECG,1404713985198,502
ECG,1404713985202,501
ECG,1404713985206,501
ECG,1404713985210,502
ECG,1404713985214,502
ECG,1404713985218,502
ECG,1404713985222,503
ECG,1404713985226,503
ECG,1404713985230,503
ECG,1404713985234,502
ECG,1404713985238,502
ECG,1404713985242,502
ECG,1404713985246,502
ECG,1404713985250,503
ECG,1404713985254,503
ECG,1404713985258,503
ECG,1404713985262,504
ECG,1404713985266,504
ECG,1404713985270,504
ECG,1404713985274,504
ECG,1404713985278,504
ECG,1404713985282,504
ECG,1404713985286,504
ECG,1404713985290,504
ECG,1404713985294,504
ECG,1404713985298,504
ECG,1404713985302,504
ECG,1404713985306,504
ECG,1404713985310,504
ECG,1404713985314,504
ECG,1404713985318,504
ECG,1404713985322,504
ECG,1404713985326,503
ECG,1404713985330,502
ECG,1404713985334,502
ECG,1404713985338,502
ECG,1404713985342,502
ECG,1404713985346,502
ECG,1404713985350,502
ECG,1404713985354,502
ECG,1404713985358,502
ECG,1404713985362,502
ECG,1404713985366,502
ECG,1404713985370,502
ECG,1404713985374,502
ECG,1404713985378,502
ECG,1404713985382,502
ECG,1404713985386,502
ECG,1404713985390,502
ECG,1404713985394,502
ECG,1404713985398,502
ECG,1404713985402,502
ECG,1404713985357,502
ECG,1404713985361,502
ECG,1404713985365,502
ECG,1404713985369,501
ECG,1404713985373,500
ECG,1404713985377,500
ECG,1404713985381,502
ECG,1404713985385,507
ECG,1404713985389,513
ECG,1404713985393,522
ECG,1404713985397,531
ECG,1404713985401,539
ECG,1404713985405,541
ECG,1404713985409,535
ECG,1404713985413,522
ECG,1404713985417,507
ECG,1404713985421,495
ECG,1404713985425,490
ECG,1404713985429,491
ECG,1404713985433,496
ECG,1404713985437,501
ECG,1404713985441,503
ECG,1404713985445,503
ECG,1404713985449,502
ECG,1404713985453,502
ECG,1404713985457,503
ECG,1404713985461,503
ECG,1404713985465,504
ECG,1404713985469,505
ECG,1404713985473,505
ECG,1404713985477,505
ECG,1404713985481,505
ECG,1404713985485,504
ECG,1404713985489,504
ECG,1404713985493,504
ECG,1404713985497,505
ECG,1404713985501,505
ECG,1404713985505,506
ECG,1404713985509,506
ECG,1404713985513,506
ECG,1404713985517,506
ECG,1404713985521,506
ECG,1404713985525,507
ECG,1404713985529,507
ECG,1404713985533,508
ECG,1404713985537,508
ECG,1404713985541,508
ECG,1404713985545,508
ECG,1404713985549,509
ECG,1404713985553,509
ECG,1404713985557,510
ECG,1404713985561,510
ECG,1404713985565,511
ECG,1404713985569,512
ECG,1404713985573,512
ECG,1404713985577,512
ECG,1404713985581,513
ECG,1404713985585,513
ECG,1404713985589,514
ECG,1404713985593,514
ECG,1404713985597,515
ECG,1404713985601,515
ECG,1404713985605,515
ECG,1404713985604,515
ECG,1404713985608,515
ECG,1404713985612,516
ECG,1404713985616,516
ECG,1404713985620,516
ECG,1404713985624,515
ECG,1404713985628,515
ECG,1404713985632,514
ECG,1404713985636,513
ECG,1404713985640,512
ECG,1404713985644,511
ECG,1404713985648,509
ECG,1404713985652,508
ECG,1404713985656,507
ECG,1404713985660,506
ECG,1404713985664,506
ECG,1404713985668,506
ECG,1404713985672,505
ECG,1404713985676,504
ECG,1404713985680,504
ECG,1404713985684,503
ECG,1404713985688,503
ECG,1404713985692,503
ECG,1404713985696,503
ECG,1404713985700,503
ECG,1404713985704,503
ECG,1404713985708,503
ECG,1404713985712,502
ECG,1404713985716,502
ECG,1404713985720,502
ECG,1404713985724,503
ECG,1404713985728,503
ECG,1404713985732,503
ECG,1404713985736,503
ECG,1404713985740,503
ECG,1404713985744,503
ECG,1404713985748,503
ECG,1404713985752,503
ECG,1404713985756,504
ECG,1404713985760,504
ECG,1404713985764,504
ECG,1404713985768,504
ECG,1404713985772,504
ECG,1404713985776,504
ECG,1404713985780,504
ECG,1404713985784,504
ECG,1404713985788,504
ECG,1404713985792,504
ECG,1404713985796,504
ECG,1404713985800,504
ECG,1404713985804,504
ECG,1404713985808,504
ECG,1404713985812,504
ECG,1404713985816,504
ECG,1404713985820,504
ECG,1404713985824,504
ECG,1404713985828,504
ECG,1404713985832,504
ECG,1404713985836,504
ECG,1404713985840,505
ECG,1404713985844,505
ECG,1404713985848,505
ECG,1404713985852,505
ECG,1404713985904,505
ECG,1404713985908,505
ECG,1404713985912,505
ECG,1404713985916,505
ECG,1404713985920,506
ECG,1404713985924,506
ECG,1404713985928,506
ECG,1404713985932,506
ECG,1404713985936,506
ECG,1404713985940,507
ECG,1404713985944,507
ECG,1404713985948,507
ECG,1404713985952,506
ECG,1404713985956,506
ECG,1404713985960,506
ECG,1404713985964,506
ECG,1404713985968,505
ECG,1404713985972,505
ECG,1404713985976,504
ECG,1404713985980,504
ECG,1404713985984,504
ECG,1404713985988,503
ECG,1404713985992,503
ECG,1404713985996,503
ECG,1404713986000,504
ECG,1404713986004,504
ECG,1404713986008,504
ECG,1404713986012,505
ECG,1404713986016,505
ECG,1404713986020,504
ECG,1404713986024,504
ECG,1404713986028,504
ECG,1404713986032,504
ECG,1404713986036,504
ECG,1404713986040,504
ECG,1404713986044,504
ECG,1404713986048,505
ECG,1404713986052,504
ECG,1404713986056,504
ECG,1404713986060,503
ECG,1404713986064,502
ECG,1404713986068,502
ECG,1404713986072,505
ECG,1404713986076,509
ECG,1404713986080,515
ECG,1404713986084,523
ECG,1404713986088,532
ECG,1404713986092,539
ECG,1404713986096,541
ECG,1404713986100,536
ECG,1404713986104,525
ECG,1404713986108,511
ECG,1404713986112,500
ECG,1404713986116,495
ECG,1404713986120,496
ECG,1404713986124,500
ECG,1404713986128,504
ECG,1404713986132,505
ECG,1404713986136,505
ECG,1404713986140,505
ECG,1404713986144,505
ECG,1404713986148,505
ECG,1404713986152,506
ECG,1404713986107,506
ECG,1404713986111,506
ECG,1404713986115,506
ECG,1404713986119,507
ECG,1404713986123,507
ECG,1404713986127,507
ECG,1404713986131,507
ECG,1404713986135,507
ECG,1404713986139,507
ECG,1404713986143,507
ECG,1404713986147,508
ECG,1404713986151,508
ECG,1404713986155,508
ECG,1404713986159,509
ECG,1404713986163,509
ECG,1404713986167,509
ECG,1404713986171,510
ECG,1404713986175,510
ECG,1404713986179,510
ECG,1404713986183,510
ECG,1404713986187,511
ECG,1404713986191,511
ECG,1404713986195,511
ECG,1404713986199,512
ECG,1404713986203,512
ECG,1404713986207,513
ECG,1404713986211,514
ECG,1404713986215,514
ECG,1404713986219,515
ECG,1404713986223,516
ECG,1404713986227,516
ECG,1404713986231,516
ECG,1404713986235,517
ECG,1404713986239,517
ECG,1404713986243,517
ECG,1404713986247,517
ECG,1404713986251,517
ECG,1404713986255,517
ECG,1404713986259,518
ECG,1404713986263,518
ECG,1404713986267,518
ECG,1404713986271,518
ECG,1404713986275,517
ECG,1404713986279,516
ECG,1404713986283,515
ECG,1404713986287,514
ECG,1404713986291,513
ECG,1404713986295,512
ECG,1404713986299,511
ECG,1404713986303,510
ECG,1404713986307,509
ECG,1404713986311,508
ECG,1404713986315,507
ECG,1404713986319,506
ECG,1404713986323,506
ECG,1404713986327,506
ECG,1404713986331,505
ECG,1404713986335,505
ECG,1404713986339,504
ECG,1404713986343,504
ECG,1404713986347,504
ECG,1404713986351,504
ECG,1404713986355,504
ECG,1404713986337,505
ECG,1404713986341,505
ECG,1404713986345,505
ECG,1404713986349,505
ECG,1404713986353,505
ECG,1404713986357,505
ECG,1404713986361,505
ECG,1404713986365,505
ECG,1404713986369,505
ECG,1404713986373,505
ECG,1404713986377,505
ECG,1404713986381,505
ECG,1404713986385,505
ECG,1404713986389,506
ECG,1404713986393,506
ECG,1404713986397,506
ECG,1404713986401,506
ECG,1404713986405,506
ECG,1404713986409,505
ECG,1404713986413,505
ECG,1404713986417,505
ECG,1404713986421,505
ECG,1404713986425,506
ECG,1404713986429,506
ECG,1404713986433,506
ECG,1404713986437,506
ECG,1404713986441,506
ECG,1404713986445,506
ECG,1404713986449,506
ECG,1404713986453,505
ECG,1404713986457,505
ECG,1404713986461,505
ECG,1404713986465,505
ECG,1404713986469,506
ECG,1404713986473,506
ECG,1404713986477,506
ECG,1404713986481,506
ECG,1404713986485,506
ECG,1404713986489,506
ECG,1404713986493,506
ECG,1404713986497,507
ECG,1404713986501,507
ECG,1404713986505,508
ECG,1404713986509,508
ECG,1404713986513,507
ECG,1404713986517,507
ECG,1404713986521,508
ECG,1404713986525,508
ECG,1404713986529,508
ECG,1404713986533,508
ECG,1404713986537,508
ECG,1404713986541,508
ECG,1404713986545,508
ECG,1404713986549,508
ECG,1404713986553,508
ECG,1404713986557,507
ECG,1404713986561,507
ECG,1404713986565,506
ECG,1404713986569,506
ECG,1404713986573,506
ECG,1404713986577,506
ECG,1404713986581,506
ECG,1404713986585,506
ECG,1404713986600,506
ECG,1404713986604,506
ECG,1404713986608,506
ECG,1404713986612,505
ECG,1404713986616,505
ECG,1404713986620,505
ECG,1404713986624,505
ECG,1404713986628,505
ECG,1404713986632,505
ECG,1404713986636,506
ECG,1404713986640,506
ECG,1404713986644,506
ECG,1404713986648,506
ECG,1404713986652,506
ECG,1404713986656,505
ECG,1404713986660,505
ECG,1404713986664,504
ECG,1404713986668,504
ECG,1404713986672,503
ECG,1404713986676,504
ECG,1404713986680,506
ECG,1404713986684,510
ECG,1404713986688,516
ECG,1404713986692,525
ECG,1404713986696,534
ECG,1404713986700,541
ECG,1404713986704,543
ECG,1404713986708,537
ECG,1404713986712,525
ECG,1404713986716,511
ECG,1404713986720,500
ECG,1404713986724,495
ECG,1404713986728,497
ECG,1404713986732,501
ECG,1404713986736,505
ECG,1404713986740,506
ECG,1404713986744,506
ECG,1404713986748,505
ECG,1404713986752,505
ECG,1404713986756,506
ECG,1404713986760,506
ECG,1404713986764,507
ECG,1404713986768,507
ECG,1404713986772,507
ECG,1404713986776,507
ECG,1404713986780,507
ECG,1404713986784,507
ECG,1404713986788,507
ECG,1404713986792,507
ECG,1404713986796,508
ECG,1404713986800,508
ECG,1404713986804,508
ECG,1404713986808,508
ECG,1404713986812,508
ECG,1404713986816,508
ECG,1404713986820,509
ECG,1404713986824,509
ECG,1404713986828,509
ECG,1404713986832,509
ECG,1404713986836,509
ECG,1404713986840,509
ECG,1404713986844,510
ECG,1404713986848,510
ECG,1404713986852,510
ECG,1404713986856,511
ECG,1404713986860,511
ECG,1404713986864,512
ECG,1404713986868,512
ECG,1404713986872,512
ECG,1404713986876,513
ECG,1404713986880,514
ECG,1404713986884,514
ECG,1404713986888,515
ECG,1404713986892,516
ECG,1404713986896,516
ECG,1404713986900,516
ECG,1404713986904,516
ECG,1404713986908,515
ECG,1404713986912,515
ECG,1404713986916,515
ECG,1404713986920,515
ECG,1404713986924,515
ECG,1404713986928,515
ECG,1404713986932,514
ECG,1404713986936,514
ECG,1404713986940,513
ECG,1404713986944,512
ECG,1404713986948,511
ECG,1404713986952,509
ECG,1404713986956,508
ECG,1404713986960,507
ECG,1404713986964,506
ECG,1404713986968,505
ECG,1404713986972,504
ECG,1404713986976,503
ECG,1404713986980,503
ECG,1404713986984,503
ECG,1404713986988,503
ECG,1404713986992,502
ECG,1404713986996,502
ECG,1404713987000,502
ECG,1404713987004,502
ECG,1404713987008,502
ECG,1404713987012,502
ECG,1404713987016,502
ECG,1404713987020,501
ECG,1404713987024,501
ECG,1404713987028,501
ECG,1404713987032,501
ECG,1404713987036,502
ECG,1404713987040,502
ECG,1404713987044,502
ECG,1404713987048,502
ECG,1404713987052,502
ECG,1404713987056,502
ECG,1404713987060,502
ECG,1404713987064,502
ECG,1404713987068,501
ECG,1404713987072,501
ECG,1404713987076,501
ECG,1404713987080,501
ECG,1404713987084,501
ECG,1404713987088,501
ECG,1404713987092,501
ECG,1404713987096,501
ECG,1404713987100,501
ECG,1404713987107,501
ECG,1404713987111,501
ECG,1404713987115,501
ECG,1404713987119,501
ECG,1404713987123,501
ECG,1404713987127,501
ECG,1404713987131,501
ECG,1404713987135,500
ECG,1404713987139,500
ECG,1404713987143,501
ECG,1404713987147,501
ECG,1404713987151,501
ECG,1404713987155,502
ECG,1404713987159,501
ECG,1404713987163,501
ECG,1404713987167,500
ECG,1404713987171,500
ECG,1404713987175,500
ECG,1404713987179,500
ECG,1404713987183,500
ECG,1404713987187,500
ECG,1404713987191,500
ECG,1404713987195,500
ECG,1404713987199,500
ECG,1404713987203,500
ECG,1404713987207,501
ECG,1404713987211,501
ECG,1404713987215,502
ECG,1404713987219,502
ECG,1404713987223,502
ECG,1404713987227,502
ECG,1404713987231,502
ECG,1404713987235,502
ECG,1404713987239,501
ECG,1404713987243,501
ECG,1404713987247,501
ECG,1404713987251,500
ECG,1404713987255,500
ECG,1404713987259,499
ECG,1404713987263,499
ECG,1404713987267,498
ECG,1404713987271,498
ECG,1404713987275,498
ECG,1404713987279,498
ECG,1404713987283,498
ECG,1404713987287,498
ECG,1404713987291,497
ECG,1404713987295,497
ECG,1404713987299,497
ECG,1404713987303,497
ECG,1404713987307,498
ECG,1404713987311,498
ECG,1404713987315,498
ECG,1404713987319,498
ECG,1404713987323,498
ECG,1404713987327,498
ECG,1404713987331,498
ECG,1404713987335,498
ECG,1404713987339,498
ECG,1404713987343,498
ECG,1404713987347,497
ECG,1404713987351,497
ECG,1404713987355,496
ECG,1404713987350,496
ECG,1404713987354,497
ECG,1404713987358,500
ECG,1404713987362,505
ECG,1404713987366,512
ECG,1404713987370,521
ECG,1404713987374,529
ECG,1404713987378,534
ECG,1404713987382,532
ECG,1404713987386,523
ECG,1404713987390,510
ECG,1404713987394,497
ECG,1404713987398,489
ECG,1404713987402,487
ECG,1404713987406,490
ECG,1404713987410,495
ECG,1404713987414,498
ECG,1404713987418,498
ECG,1404713987422,498
ECG,1404713987426,497
ECG,1404713987430,498
ECG,1404713987434,498
ECG,1404713987438,498
ECG,1404713987442,499
ECG,1404713987446,499
ECG,1404713987450,500
ECG,1404713987454,500
ECG,1404713987458,499
ECG,1404713987462,499
ECG,1404713987466,499
ECG,1404713987470,498
ECG,1404713987474,499
ECG,1404713987478,499
ECG,1404713987482,500
ECG,1404713987486,501
ECG,1404713987490,501
ECG,1404713987494,501
ECG,1404713987498,501
ECG,1404713987502,501
ECG,1404713987506,502
ECG,1404713987510,502
ECG,1404713987514,503
ECG,1404713987518,503
ECG,1404713987522,504
ECG,1404713987526,504
ECG,1404713987530,504
ECG,1404713987534,504
ECG,1404713987538,504
ECG,1404713987542,505
ECG,1404713987546,506
ECG,1404713987550,506
ECG,1404713987554,507
ECG,1404713987558,507
ECG,1404713987562,508
ECG,1404713987566,508
ECG,1404713987570,509
ECG,1404713987574,509
ECG,1404713987578,510
ECG,1404713987582,510
ECG,1404713987586,510
ECG,1404713987590,510
ECG,1404713987594,510
ECG,1404713987598,510
ECG,1404713987604,509
ECG,1404713987608,509
ECG,1404713987612,509
ECG,1404713987616,508
ECG,1404713987620,507
ECG,1404713987624,506
ECG,1404713987628,505
ECG,1404713987632,504
ECG,1404713987636,503
ECG,1404713987640,503
ECG,1404713987644,502
ECG,1404713987648,501
ECG,1404713987652,499
ECG,1404713987656,498
ECG,1404713987660,497
ECG,1404713987664,497
ECG,1404713987668,497
ECG,1404713987672,498
ECG,1404713987676,498
ECG,1404713987680,498
ECG,1404713987684,497
ECG,1404713987688,497
ECG,1404713987692,496
ECG,1404713987696,496
ECG,1404713987700,496
ECG,1404713987704,497
ECG,1404713987708,497
ECG,1404713987712,497
ECG,1404713987716,497
ECG,1404713987720,497
ECG,1404713987724,497
ECG,1404713987728,498
ECG,1404713987732,498
ECG,1404713987736,498
ECG,1404713987740,498
ECG,1404713987744,498
ECG,1404713987748,498
ECG,1404713987752,498
ECG,1404713987756,498
ECG,1404713987760,498
ECG,1404713987764,498
ECG,1404713987768,498
ECG,1404713987772,498
ECG,1404713987776,499
ECG,1404713987780,499
ECG,1404713987784,499
ECG,1404713987788,499
ECG,1404713987792,498
ECG,1404713987796,498
ECG,1404713987800,498
ECG,1404713987804,498
ECG,1404713987808,499
ECG,1404713987812,499
ECG,1404713987816,499
ECG,1404713987820,499
ECG,1404713987824,499
ECG,1404713987828,499
ECG,1404713987832,499
ECG,1404713987836,499
ECG,1404713987840,499
ECG,1404713987844,499
ECG,1404713987848,499
ECG,1404713987852,499
ECG,1404713987854,499
ECG,1404713987858,499
ECG,1404713987862,499
ECG,1404713987866,499
ECG,1404713987870,499
ECG,1404713987874,500
ECG,1404713987878,500
ECG,1404713987882,500
ECG,1404713987886,501
ECG,1404713987890,501
ECG,1404713987894,501
ECG,1404713987898,501
ECG,1404713987902,502
ECG,1404713987906,502
ECG,1404713987910,502
ECG,1404713987914,502
ECG,1404713987918,501
ECG,1404713987922,501
ECG,1404713987926,500
ECG,1404713987930,500
ECG,1404713987934,500
ECG,1404713987938,501
ECG,1404713987942,500
ECG,1404713987946,500
ECG,1404713987950,500
ECG,1404713987954,499
ECG,1404713987958,499
ECG,1404713987962,499
ECG,1405098850096,504
ECG,1405098850100,504
ECG,1405098850104,503
ECG,1405098850108,503
ECG,1405098850112,503
ECG,1405098850116,504
ECG,1405098850120,504
ECG,1405098850124,504
ECG,1405098850128,503
ECG,1405098850132,503
ECG,1405098850136,503
ECG,1405098850140,503
ECG,1405098850144,503
ECG,1405098850148,503
ECG,1405098850152,505
ECG,1405098850156,506
ECG,1405098850160,506
ECG,1405098850164,505
ECG,1405098850168,504
ECG,1405098850172,503
ECG,1405098850176,503
ECG,1405098850180,504
ECG,1405098850184,506
ECG,1405098850188,506
ECG,1405098850193,506
ECG,1405098850197,506
ECG,1405098850201,506
ECG,1405098850205,507
ECG,1405098850209,507
ECG,1405098850213,508
ECG,1405098850217,508
ECG,1405098850221,508
ECG,1405098850225,508
ECG,1405098850229,509
ECG,1405098850233,509
ECG,1405098850237,509
ECG,1405098850241,509
ECG,1405098850245,508
ECG,1405098850249,507
ECG,1405098850253,507
ECG,1405098850257,507
ECG,1405098850261,506
ECG,1405098850265,505
ECG,1405098850269,504
ECG,1405098850273,504
ECG,1405098850277,504
ECG,1405098850281,504
ECG,1405098850285,503
ECG,1405098850289,503
ECG,1405098850293,503
ECG,1405098850297,503
ECG,1405098850301,504
ECG,1405098850305,504
ECG,1405098850309,505
ECG,1405098850313,505
ECG,1405098850317,505
ECG,1405098850321,504
ECG,1405098850325,504
ECG,1405098850329,503
ECG,1405098850333,503
ECG,1405098850337,503
ECG,1405098850341,503
ECG,1405098850345,502
ECG,1405098850349,500
ECG,1405098850353,500
ECG,1405098850357,502
ECG,1405098850361,507
ECG,1405098850365,515
ECG,1405098850369,526
ECG,1405098850373,539
ECG,1405098850377,549
ECG,1405098850381,551
ECG,1405098850385,544
ECG,1405098850389,527
ECG,1405098850393,508
ECG,1405098850397,494
ECG,1405098850401,489
ECG,1405098850405,493
ECG,1405098850409,500
ECG,1405098850413,506
ECG,1405098850417,508
ECG,1405098850421,507
ECG,1405098850425,506
ECG,1405098850429,506
ECG,1405098850433,507
ECG,1405098850437,507
ECG,1405098850441,508
ECG,1405098850442,508
ECG,1405098850446,508
ECG,1405098850450,508
ECG,1405098850454,508
ECG,1405098850458,508
ECG,1405098850462,508
ECG,1405098850466,508
ECG,1405098850470,508
ECG,1405098850474,509
ECG,1405098850478,510
ECG,1405098850482,511
ECG,1405098850486,512
ECG,1405098850490,512
ECG,1405098850494,513
ECG,1405098850498,513
ECG,1405098850502,513
ECG,1405098850506,513
ECG,1405098850510,514
ECG,1405098850514,515
ECG,1405098850518,516
ECG,1405098850522,516
ECG,1405098850526,515
ECG,1405098850530,515
ECG,1405098850534,516
ECG,1405098850538,517
ECG,1405098850542,518
ECG,1405098850546,519
ECG,1405098850550,519
ECG,1405098850554,519
ECG,1405098850558,519
ECG,1405098850562,520
ECG,1405098850566,521
ECG,1405098850570,522
ECG,1405098850574,523
ECG,1405098850578,524
ECG,1405098850582,524
ECG,1405098850586,523
ECG,1405098850590,523
ECG,1405098850594,523
ECG,1405098850598,523
ECG,1405098850602,523
ECG,1405098850606,523
ECG,1405098850610,524
ECG,1405098850614,524
ECG,1405098850618,523
ECG,1405098850622,521
ECG,1405098850626,519
ECG,1405098850630,516
ECG,1405098850634,514
ECG,1405098850638,513
ECG,1405098850642,512
ECG,1405098850646,511
ECG,1405098850650,510
ECG,1405098850654,508
ECG,1405098850658,507
ECG,1405098850662,507
ECG,1405098850666,506
ECG,1405098850670,506
ECG,1405098850674,506
ECG,1405098850678,506
ECG,1405098850682,505
ECG,1405098850686,505
ECG,1405098850690,504
ECG,1405098850697,504
ECG,1405098850701,505
ECG,1405098850705,505
ECG,1405098850709,505
ECG,1405098850713,505
ECG,1405098850717,505
ECG,1405098850721,505
ECG,1405098850725,505
ECG,1405098850729,505
ECG,1405098850733,506
ECG,1405098850737,507
ECG,1405098850741,507
ECG,1405098850745,506
ECG,1405098850749,505
ECG,1405098850753,505
ECG,1405098850757,505
ECG,1405098850761,505
ECG,1405098850765,505
ECG,1405098850769,505
ECG,1405098850773,505
ECG,1405098850777,504
ECG,1405098850781,505
ECG,1405098850785,505
ECG,1405098850789,506
ECG,1405098850793,506
ECG,1405098850797,505
ECG,1405098850801,505
ECG,1405098850805,504
ECG,1405098850809,504
ECG,1405098850813,505
ECG,1405098850817,505
ECG,1405098850821,505
ECG,1405098850825,504
ECG,1405098850829,504
ECG,1405098850833,503
ECG,1405098850837,503
ECG,1405098850841,504
ECG,1405098850845,505
ECG,1405098850849,505
ECG,1405098850853,505
ECG,1405098850857,504
ECG,1405098850861,503
ECG,1405098850865,502
ECG,1405098850869,502
ECG,1405098850873,503
ECG,1405098850877,504
ECG,1405098850881,504
ECG,1405098850885,504
ECG,1405098850889,504
ECG,1405098850893,504
ECG,1405098850897,504
ECG,1405098850901,504
ECG,1405098850905,504
ECG,1405098850909,504
ECG,1405098850913,503
ECG,1405098850917,502
ECG,1405098850921,502
ECG,1405098850925,502
ECG,1405098850929,502
ECG,1405098850933,503
ECG,1405098850937,505
ECG,1405098850941,505
ECG,1405098850945,506
ECG,1405098850963,506
ECG,1405098850967,505
ECG,1405098850971,505
ECG,1405098850975,505
ECG,1405098850979,505
ECG,1405098850983,506
ECG,1405098850987,506
ECG,1405098850991,507
ECG,1405098850995,508
ECG,1405098850999,508
ECG,1405098851003,508
ECG,1405098851007,508
ECG,1405098851011,507
ECG,1405098851015,506
ECG,1405098851019,506
ECG,1405098851023,505
ECG,1405098851027,505
ECG,1405098851031,504
ECG,1405098851035,504
ECG,1405098851039,504
ECG,1405098851043,504
ECG,1405098851047,504
ECG,1405098851051,505
ECG,1405098851055,505
ECG,1405098851059,504
ECG,1405098851063,504
ECG,1405098851067,503
ECG,1405098851071,503
ECG,1405098851075,504
ECG,1405098851079,505
ECG,1405098851083,506
ECG,1405098851087,507
ECG,1405098851091,507
ECG,1405098851095,506
ECG,1405098851099,506
ECG,1405098851103,506
ECG,1405098851107,505
ECG,1405098851111,505
ECG,1405098851115,504
ECG,1405098851119,504
ECG,1405098851123,507
ECG,1405098851127,513
ECG,1405098851131,521
ECG,1405098851135,532
ECG,1405098851139,543
ECG,1405098851143,551
ECG,1405098851147,551
ECG,1405098851151,541
ECG,1405098851155,523
ECG,1405098851159,505
ECG,1405098851163,492
ECG,1405098851167,489
ECG,1405098851171,494
ECG,1405098851175,501
ECG,1405098851179,507
ECG,1405098851183,509
ECG,1405098851187,508
ECG,1405098851191,507
ECG,1405098851195,507
ECG,1405098851199,508
ECG,1405098851203,507
ECG,1405098851207,508
ECG,1405098851211,508
ECG,1405098851206,508
ECG,1405098851210,509
ECG,1405098851214,509
ECG,1405098851218,509
ECG,1405098851222,509
ECG,1405098851226,509
ECG,1405098851230,509
ECG,1405098851234,509
ECG,1405098851238,510
ECG,1405098851242,510
ECG,1405098851246,510
ECG,1405098851250,511
ECG,1405098851254,511
ECG,1405098851258,512
ECG,1405098851262,512
ECG,1405098851266,513
ECG,1405098851270,513
ECG,1405098851274,514
ECG,1405098851278,514
ECG,1405098851282,514
ECG,1405098851286,515
ECG,1405098851290,515
ECG,1405098851294,515
ECG,1405098851298,516
ECG,1405098851302,517
ECG,1405098851306,518
ECG,1405098851310,519
ECG,1405098851314,519
ECG,1405098851318,520
ECG,1405098851322,521
ECG,1405098851326,522
ECG,1405098851330,523
ECG,1405098851334,524
ECG,1405098851338,524
ECG,1405098851342,525
ECG,1405098851346,525
ECG,1405098851350,525
ECG,1405098851354,526
ECG,1405098851358,526
ECG,1405098851362,526
ECG,1405098851366,525
ECG,1405098851370,525
ECG,1405098851374,524
ECG,1405098851378,523
ECG,1405098851382,521
ECG,1405098851386,520
ECG,1405098851390,518
ECG,1405098851394,516
ECG,1405098851398,514
ECG,1405098851402,512
ECG,1405098851406,510
ECG,1405098851410,509
ECG,1405098851414,508
